title,price,original_price,sale_discount,product_url,image_url
.50 ct. t.w. Diamond Octagon Drop Earrings in Sterling Silver,437.60,583.46,25.0,https://www.ross-simons.com/.50-ct.-t.w.-diamond-octagon-drop-earrings-in-sterling-silver-JDE2+930772+DRP+SS.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dwf94bea70/images/jewelry-diamond-earrings/930772.jpg"
2.00 ct. t.w. Princess-Cut CZ Stud Earrings in 14kt Yellow Gold ,163.37,217.83,25.0,https://www.ross-simons.com/2.00-ct.-t.w.-princess-cut-cz-stud-earrings-in-14kt-yellow-gold--JZEX+882896+STD+4Y.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw6ad4724e/images/jewelry-cubic-zirconia-earrings/882896.jpg"
Larimar Fish Bone Drop Earrings in Sterling Silver,99.19,132.25,25.0,https://www.ross-simons.com/larimar-fish-bone-drop-earrings-in-sterling-silver--JSEV+940828+LVB+SS.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dwe61d6e39/images/jewelry-semi-precious-earrings/940828.jpg"
"2.5mm 14kt Yellow Gold Hoop Earrings. 1 1/2""",641.81,855.75,25.0,https://www.ross-simons.com/2.5mm-14kt-yellow-gold-hoop-earrings.-1-1%2F2-quot--JGEX+673078+HOP+4Y.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw1fed97a7/images/jewelry-gold-earrings/673078.jpg"
Mother-of-Pearl and 1.30 ct. t.w. Sapphire Drop Earrings with .20 ct. t.w. White Topaz in 18kt Gold Over Sterling,290.56,387.42,25.0,https://www.ross-simons.com/mother-of-pearl-and-1.30-ct.-t.w.-sapphire-drop-earrings-with-.20-ct.-t.w.-white-topaz-in-18kt-gold-over-sterling--JFEW+968602+DRP+K6.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dwea71aae4/images/jewelry-pearl-earrings/968602.jpg"
1.40 ct. t.w. Sapphire and .40 ct. t.w. White Topaz Drop Earrings in 18kt Gold Over Sterling,115.53,154.03,25.0,https://www.ross-simons.com/1.40-ct.-t.w.-sapphire-and-.40-ct.-t.w.-white-topaz-drop-earrings-in-18kt-gold-over-sterling-JPES+935217+DRP+K6.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw99b5d0b8/images/jewelry-precious-stones-earrings/935217.jpg"
1.42 ct. t.w. Tanzanite Stud Earrings in Sterling Silver,210.05,280.06,25.0,https://www.ross-simons.com/1.42-ct.-t.w.-tanzanite-stud-earrings-in-sterling-silver-JSEP+935342+STD+SS.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw771278e9/images/jewelry-semi-precious-earrings/935342.jpg"
Italian 18kt Two-Tone Gold Flower Earrings,758.50,"1,011.34",25.0,https://www.ross-simons.com/italian-18kt-two-tone-gold-flower-earrings-JGEX+898283+PST+8T.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw52e6725b/images/jewelry-gold-earrings/898283.jpg"
12-14mm Cultured Baroque Pearl Drop Earrings in 14kt Yellow Gold,337.24,449.66,25.0,https://www.ross-simons.com/12-14mm-cultured-baroque-pearl-drop-earrings-in-14kt-yellow-gold--JFEW+907337+DRP+4Y.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw4644ad74/images/jewelry-pearl-earrings/907337.jpg"
6-7mm Black Cultured Pearl Stud Earrings in 14kt White Gold,115.53,154.03,25.0,https://www.ross-simons.com/6-7mm-black-cultured-pearl-stud-earrings-in-14kt-white-gold-JFEW+842933+STD+4W.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw5d4a0d99/images/jewelry-pearl-earrings/842933.jpg"
