title,price,original_price,sale_discount,product_url,image_url
1 Carat Round Shape Amethyst Stud Earrings In 14K Yellow Gold Over Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-carat-round-shape-amethyst-stud-earrings-in-14k-yellow-gold-over-sterling-silver-43840.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43840-1"
1 Carat Round Shape Green Amethyst Stud Earrings In Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-carat-round-shape-green-amethyst-stud-earrings-in-sterling-silver-43838.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43838-1"
1 1/2 Carat Round Shape Garnet Stud Earrings In Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/garnet-earrings-1-1-2-carat-round-shape-garnet-stud-earrings-in-sterling-silver-43837.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43837-1"
1 3/4 Carat Round Shape Mystic Topaz Stud Earrings In Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-3-4-carat-round-shape-mystic-topaz-stud-earrings-in-sterling-silver-43833.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43833-1"
1 3/4 Carat Round Shape Blue Topaz Stud Earrings In Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-3-4-carat-round-shape-blue-topaz-stud-earrings-in-sterling-silver-43832.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43832-1"
1 1/3 Carat Round Shape Peridot Stud Earrings In Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-1-3-carat-round-shape-peridot-stud-earrings-in-sterling-silver-43831.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43831-1"
1 Carat Round Shape Citrine Stud Earrings In Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-carat-round-shape-citrine-stud-earrings-in-sterling-silver-43830.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43830-1"
1 Carat Round Shape Amethyst Stud Earrings In Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-carat-round-shape-amethyst-stud-earrings-in-sterling-silver-43829.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43829-1"
1/2 Carat Round Shape Green Amethyst Stud Earrings In 14K Yellow Gold Over Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-2-carat-round-shape-green-amethyst-stud-earrings-in-14k-yellow-gold-over-sterling-silver-43817.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43817-1"
1/2 Carat Round Shape Garnet Stud Earrings In 14K Yellow Gold Over Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/garnet-earrings-1-2-carat-round-shape-garnet-stud-earrings-in-14k-yellow-gold-over-sterling-silver-43816.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43816-1"
1/2 Carat Round Shape Mystic Topaz Stud Earrings In 14K Yellow Gold Over Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-2-carat-round-shape-mystic-topaz-stud-earrings-in-14k-yellow-gold-over-sterling-silver-43813.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43813-1"
1/2 Carat Round Shape Blue Topaz Stud Earrings In 14K Yellow Gold Over Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-2-carat-round-shape-blue-topaz-stud-earrings-in-14k-yellow-gold-over-sterling-silver-43812.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43812-1"
1/2 Carat Round Shape Peridot Stud Earrings In 14K Yellow Gold Over Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-2-carat-round-shape-peridot-stud-earrings-in-14k-yellow-gold-over-sterling-silver-43811.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43811-1"
1/2 Carat Round Shape Citrine Stud Earrings In 14K Yellow Gold Over Sterling Silver,33.16,165.84,80.0,https://www.superjeweler.com/1-2-carat-round-shape-citrine-stud-earrings-in-14k-yellow-gold-over-sterling-silver-43810.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic43810-1"
1 1/2 Carat Natural Genuine Diamond Stud Earrings In Martini Setting 14 Karat Yellow Gold,1658.57,8292.94,80.0,https://www.superjeweler.com/1-1-2-carat-natural-genuine-diamond-stud-earrings-in-martini-setting-14-karat-yellow-gold-16405.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic16405-1"
