Title,Price,Original Price,Sale Discount,Product URL,Image URL,Stone Type,Metal Type
.20 ct. t.w. Diamond Love Knot Earrings in 10kt Yellow Gold,449.75,612.61,26.6,https://www.ross-simons.com/.20-ct.-t.w.-diamond-love-knot-earrings-in-10kt-yellow-gold--JDE1+979423+PST+1Y.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw0117fe3c/images/jewelry-diamond-earrings/979423.jpg",Diamond,Gold
"2.00 ct. t.w. Bezel-Set Lab-Grown Diamond Stud Earrings in 14kt White Gold 



2 METAL CHOICES","3,094.05","6,715.40",53.9,https://www.ross-simons.com/2.00-ct.-t.w.-bezel-set-lab-grown-diamond-stud-earrings-in-14kt-white-gold--JDE5+989320+STD+4W.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw8898cab3/images/jewelry-diamond-earrings/989320.jpg",Diamond,Gold
.20 ct. t.w. Diamond Geometric Drop Earrings in 18kt Gold Over Sterling,448.21,"1,077.88",58.4,https://www.ross-simons.com/.20-ct.-t.w.-diamond-geometric-drop-earrings-in-18kt-gold-over-sterling--JDE1+963358+DRP+K6.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dwf0d72fda/images/jewelry-diamond-earrings/963358.jpg",Diamond,Gold+Over+Silver
"1.50 ct. t.w. Diamond Inside-Outside Paper Clip Link Hoop Earrings in 14kt Yellow Gold. 1 1/2"".","2,669.49","3,559.32",25.0,https://www.ross-simons.com/1.50-ct.-t.w.-diamond-inside-outside-paper-clip-link-hoop-earrings-in-14kt-yellow-gold.-1-1%2F2-quot-.-JDE4+987583+HOP+4Y.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw5f181c46/images/jewelry-diamond-earrings/987583.jpg",Diamond,Gold
.50 ct. t.w. Diamond Drop Earrings in 18kt Gold Over Sterling,339.65,853.00,60.2,https://www.ross-simons.com/.50-ct.-t.w.-diamond-drop-earrings-in-18kt-gold-over-sterling--JDE2+955585+DRP+K6.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dwca7cc449/images/jewelry-diamond-earrings/955585.jpg",Diamond,Gold+Over+Silver
.28 ct. t.w. Diamond Floral Drop Earrings with Black Enamel in Two-Tone Sterling Silver,277.61,542.81,48.9,https://www.ross-simons.com/.28-ct.-t.w.-diamond-floral-drop-earrings-with-black-enamel-in-two-tone-sterling-silver-JDE1+979574+DRP+G6.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw4d939b9a/images/jewelry-diamond-earrings/979574.jpg",Diamond,"Mixed+Metal, Other+Metal, Sterling+Silver, Gold+Over+Silver"
.20 ct. t.w. Diamond Star Drop Earrings in 14kt White Gold,523.43,697.90,25.0,https://www.ross-simons.com/.20-ct.-t.w.-diamond-star-drop-earrings-in-14kt-white-gold--JDE1+943411+DRP+4W.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw47ccdc7b/images/jewelry-diamond-earrings/943411.jpg",Diamond,Gold
"2.00 ct. t.w. Diamond Five-Stone Hoop Earrings in 14kt White Gold. 3/4""



2 METAL CHOICES","4,644.95","6,040.76",23.1,https://www.ross-simons.com/2.00-ct.-t.w.-diamond-five-stone-hoop-earrings-in-14kt-white-gold.-3%2F4-quot--JDE5+939046+HOP+4W.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw87dcc84f/images/jewelry-diamond-earrings/939046.jpg",Diamond,Gold
".20 ct. t.w. Diamond Jewelry Set: Circle Earrings and Pendant Necklace in Sterling Silver. 18""",341.20,457.52,25.4,https://www.ross-simons.com/.20-ct.-t.w.-diamond-jewelry-set%3A-circle-earrings-and-pendant-necklace-in-sterling-silver.-18-quot--JDN1+987755+180+SS.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw77cc227a/images/jewelry-diamond-necklaces/987755.jpg",Diamond,Sterling+Silver
.25 ct. t.w. Blue Diamond Stud Earrings in 14kt White Gold,407.11,542.81,25.0,https://www.ross-simons.com/.25-ct.-t.w.-blue-diamond-stud-earrings-in-14kt-white-gold--JDE1+875384+STD+4W.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw27d962d2/images/jewelry-diamond-earrings/875384.jpg",Diamond,
.50 ct. t.w. Diamond Floral Ear Climbers in Two-Tone Sterling Silver,581.59,853.00,31.8,https://www.ross-simons.com/.50-ct.-t.w.-diamond-floral-ear-climbers-in-two-tone-sterling-silver-JDE2+952999+PST+G6.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dwd23bf91d/images/jewelry-diamond-earrings/952999.jpg",Diamond,"Mixed+Metal, Gold+Over+Silver"
.50 ct. t.w. Diamond Vintage-Style Drop Earrings in 18kt Gold Over Sterling,463.72,659.13,29.6,https://www.ross-simons.com/.50-ct.-t.w.-diamond-vintage-style-drop-earrings-in-18kt-gold-over-sterling--JDE2+968504+DRP+K6.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dwba3a4c46/images/jewelry-diamond-earrings/968504.jpg",Diamond,Gold+Over+Silver
4.00 ct. t.w. Diamond Stud Earrings in Platinum,"24,806.65","31,010.25",20.0,https://www.ross-simons.com/4.00-ct.-t.w.-diamond-stud-earrings-in-platinum-JDE6+906772+STD+PL.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dwd3131a4c/images/jewelry-diamond-earrings/906772.jpg",Diamond,Platinum
.40 ct. t.w. Bezel-Set Diamond Linear Drop Earrings in 14kt Yellow Gold,853.00,"1,163.17",26.7,https://www.ross-simons.com/.40-ct.-t.w.-bezel-set-diamond-linear-drop-earrings-in-14kt-yellow-gold-JDE1+935855+DRP+4Y.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw107a2776/images/jewelry-diamond-earrings/935855.jpg",Diamond,Gold
".58 ct. t.w. Baguette and Round Diamond Hoop Earrings in 14kt Yellow Gold. 1/2""",975.52,"1,698.24",42.6,https://www.ross-simons.com/.58-ct.-t.w.-baguette-and-round-diamond-hoop-earrings-in-14kt-yellow-gold.-1%2F2-quot--JDE2+939962+HOP+4Y.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dwfbf0e9b6/images/jewelry-diamond-earrings/939962.jpg",Diamond,Gold
".75 ct. t.w. Diamond Huggie Hoop Earrings in 14kt White Gold. 1/2""","1,473.36","2,008.42",26.6,https://www.ross-simons.com/.75-ct.-t.w.-diamond-huggie-hoop-earrings-in-14kt-white-gold.-1%2F2-quot--JDE2+949289+HOP+4W.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dwd3069a38/images/jewelry-diamond-earrings/949289.jpg",Diamond,Gold
.50 ct. t.w. Diamond Swirl Drop Earrings in 18kt Yellow Gold,"1,543.15","2,163.51",28.7,https://www.ross-simons.com/.50-ct.-t.w.-diamond-swirl-drop-earrings-in-18kt-yellow-gold-JDE2+987952+DRP+8Y.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dwa3508621/images/jewelry-diamond-earrings/987952.jpg",Diamond,Gold
.10 ct. t.w. Diamond Bumblebee Earrings in 14kt Gold Over Sterling,343.14,457.52,25.0,https://www.ross-simons.com/.10-ct.-t.w.-diamond-bumblebee-earrings-in-14kt-gold-over-sterling--JDE0+883797+PST+K1.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw2f5f534e/images/jewelry-diamond-earrings/883797.jpg",Diamond,Gold+Over+Silver
.25 ct. t.w. Baguette and Round Diamond Cluster Earrings in 14kt White Gold,575.77,767.70,25.0,https://www.ross-simons.com/.25-ct.-t.w.-baguette-and-round-diamond-cluster-earrings-in-14kt-white-gold-JDE1+932461+PST+4W.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw57ee01c9/images/jewelry-diamond-earrings/932461.jpg",Diamond,Gold
"3.00 ct. t.w. Round and Baguette Diamond Hoop Earrings in 18kt Gold Over Sterling. 3/4""","1,543.15","2,163.51",28.7,https://www.ross-simons.com/3.00-ct.-t.w.-round-and-baguette-diamond-hoop-earrings-in-18kt-gold-over-sterling.-3%2F4-quot--JDE6+900673+HOP+K6.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw1efd1f4b/images/jewelry-diamond-earrings/900673.jpg",Diamond,Gold+Over+Silver
.27 ct. t.w. Diamond Ginkgo Leaf Drop Earrings in 18kt Gold Over Sterling,575.77,767.70,25.0,https://www.ross-simons.com/.27-ct.-t.w.-diamond-ginkgo-leaf-drop-earrings-in-18kt-gold-over-sterling-JDE1+947460+DRP+K6.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw754208d4/images/jewelry-diamond-earrings/947460.jpg",Diamond,Gold+Over+Silver
".33 ct. t.w. Diamond Stud Earrings in 14kt White Gold 



2 METAL CHOICES",922.79,"1,232.97",25.2,https://www.ross-simons.com/.33-ct.-t.w.-diamond-stud-earrings-in-14kt-white-gold--JDE1+002348+STD+4W.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw043ea141/images/jewelry-diamond-earrings/002348.jpg",Diamond,
.25 ct. t.w. Diamond Cluster Earrings with Black Enamel in 18kt Gold Over Sterling,808.41,"1,077.88",25.0,https://www.ross-simons.com/.25-ct.-t.w.-diamond-cluster-earrings-with-black-enamel-in-18kt-gold-over-sterling-JDE1+985580+CPP+K6.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dwc1bbb628/images/jewelry-diamond-earrings/985580.jpg",Diamond,"Other+Metal, Gold+Over+Silver"
".25 ct. t.w. Diamond Cluster Huggie Hoop Earrings in 14kt White Gold. 1/2""",680.85,"1,163.17",41.5,https://www.ross-simons.com/.25-ct.-t.w.-diamond-cluster-huggie-hoop-earrings-in-14kt-white-gold.-1%2F2-quot--JDE1+975920+HOP+4W.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw2519697f/images/jewelry-diamond-earrings/975920.jpg",Diamond,Gold
".20 ct. t.w. Lab-Grown Diamond Stud Earrings in 18kt Gold Over Sterling 



2 METAL CHOICES",153.54,217.13,29.3,https://www.ross-simons.com/.20-ct.-t.w.-lab-grown-diamond-stud-earrings-in-18kt-gold-over-sterling--JDE1+992175+STD+K6.html,"https://www.ross-simons.comhttps:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/e_vectorize:6:0.05:100:0:100/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw3e592e10/images/jewelry-diamond-earrings/992175.jpg",Diamond,Gold+Over+Silver
