title,price,brand,availability,product_url,price_off
G.Skill 32GB (2x16GB) F4-3200C16D-32GTZRX Trident Z 3200MHz AMD RGB DDR4 RAM,129.0,G.Skill,In Stock,https://www.umart.com.au/product/g-skill-32gb-2x16gb-f4-3200c16d-32gtzrx-trident-z-3200mhz-amd-rgb-ddr4-ram-56244,
G.Skill 32G (2x16G) F4-3200C16D-32GIS PC4-25600 DDR4 3200 Mhz,109.0,G.Skill,In Stock,https://www.umart.com.au/product/g-skill-32g-2x16g-f4-3200c16d-32gis-pc4-25600-ddr4-3200-mhz-56230,
Corsair 16GB (2x8GB) CMW16GX4M2D3600C18 Vengeance RGB Pro 3600MHz DDR4 RAM,78.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-16gb-2x8gb-cmw16gx4m2d3600c18-vengeance-rgb-pro-3600mhz-ddr4-ram-53553,Save $1.1
Corsair 32GB (2x16GB) CMH32GX5M2B6600C38 Vengeance RGB 6600MHz CL38 DDR5 RAM,175.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmh32gx5m2b6600c38-vengeance-rgb-6600mhz-cl38-ddr5-ram-71943,Save $10.0
Corsair 64GB (2x32GB)CMK64GX4M2E3200C16 Vengeance LPX 3200MHz DDR4 RAM - Black,208.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-64gb-2x32gb-cmk64gx4m2e3200c16-vengeance-lpx-3200mhz-ddr4-ram-black-54703,
Kingston 32GB (2x16GB) KF556C36BBEK2/32 Fury Beast CL36 5600MHz DDR5 RAM Black,169.0,Kingston,In Stock,https://www.umart.com.au/product/kingston-32gb-2x16gb-kf556c36bbek2-32-fury-beast-cl36-5600mhz-ddr5-ram-black-65041,
Corsair 16GB (2 x8GB) CMK16GX4M2B3200C16 DDR4 3200MHz Vengeance LPX DIMM Black,59.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-16gb-2-x8gb-cmk16gx4m2b3200c16-ddr4-3200mhz-vengeance-lpx-dimm-black-38201,9% Off!
G.Skill 32GB (2x16GB) F5-6000J3238F16GX2-TZ5NR Trident Z5 Neo RGB CL32 6000Hz DDR5 RAM,209.0,G.Skill,In Stock,https://www.umart.com.au/product/g-skill-32gb-2x16gb-f5-6000j3238f16gx2-tz5nr-trident-z5-neo-rgb-cl32-6000hz-ddr5-ram-72630,
Kingston 32GB (2x16GB) KF560C36BBEK2-32 6000MT/s DIMM DDR5 RAM,168.0,Kingston,In Stock,https://www.umart.com.au/product/kingston-32gb-2x16gb-kf560c36bbek2-32-6000mt-s-dimm-ddr5-ram-71821,Save $11.0
Kingston 16GB (2x8GB) KF432C16BBAK2/16 Fury Beast RGB 3200MHz DDR4 RAM,69.0,Kingston,In Stock,https://www.umart.com.au/product/kingston-16gb-2x8gb-kf432c16bbak2-16-fury-beast-rgb-3200mhz-ddr4-ram-60368,8% Off!
ADATA 16GB (1x16GB) AD4U320016G22-SGN 3200MHz DDR4 RAM,49.0,ADATA,In Stock,https://www.umart.com.au/product/adata-16gb-1x16gb-ad4u320016g22-sgn-3200mhz-ddr4-ram-67725,
Kingston 8GB (1x8GB) KVR32S22S8/8 3200MHz DDR4 SODIMM RAM,32.0,Kingston,In Stock,https://www.umart.com.au/product/kingston-8gb-1x8gb-kvr32s22s8-8-3200mhz-ddr4-sodimm-ram-56356,
Crucial 32GB (1x32GB) CT32G56C46S5 5600MHz SODIMM DDR5 RAM,179.0,Crucial,In Stock,https://www.umart.com.au/product/crucial-32gb-1x32gb-ct32g56c46s5-5600mhz-sodimm-ddr5-ram-71559,Save $6.0
